internal_ID,RA,Dec,g,r,z,W1,W2,redshift,Grade
228029,187.7409868,70.33121421,21.30995517,21.10362035,20.96860244,19.42916262,19.12261073,,B
229045,167.9832407,69.93947266,20.7113459,20.29106081,20.56529726,19.46219017,19.09128628,,B
229045,167.9851471,69.93892335,19.56212872,19.29231154,19.54739449,18.54763923,17.87323113,,B
229113,271.8547613,69.90289955,20.90291173,20.7357364,20.3840053,19.38041347,19.05728681,,C
229113,271.8531173,69.90272868,22.49876763,21.77386432,21.44101429,20.58231451,20.6810391,,C
229836,264.3626147,69.67727758,21.09112495,20.73923765,20.52708249,20.31910446,19.88824186,,C
229836,264.3635971,69.67681503,23.27008885,22.63980445,22.30539557,20.90266763,20.86662189,,C
231965,251.8239184,69.09302471,20.09492652,19.8713492,19.56789721,18.1382194,18.21020242,,B
231965,251.8227195,69.09258294,22.27341665,21.10336877,20.66122679,19.38452245,20.57908951,,B
232941,290.8968813,68.82154221,19.78551004,19.526838,19.52947374,18.34684357,17.89256445,,A
232941,290.897677,68.82161234,21.83121892,20.43619178,19.51264247,19.38385794,19.17109015,,A
233162,286.0486349,68.71626407,21.43760992,21.12210916,21.02432572,21.28747559,21.17308478,,B
233162,286.0499014,68.71590555,21.93052804,21.46773742,21.45008058,20.63523799,20.08595709,,B
235032,269.9859546,68.15594715,21.00068145,20.5145767,20.6429152,19.16123936,18.29753847,,B
235032,269.9847303,68.15631476,23.23271793,22.40872418,21.576804,19.98771055,19.37130859,,B
235130,174.5370027,68.12688681,20.02248524,19.8999488,19.65307602,18.15485147,17.82503052,,A
235130,174.5383651,68.12741169,18.09946237,18.00225427,18.04666716,17.23170656,16.79317703,0.769898,A
235409,102.3627971,68.11891889,21.2787057,21.1529785,21.78742814,19.36847743,19.86272264,,B
235409,102.3634279,68.11897235,21.32762093,20.24488495,19.87190359,18.04653025,18.17397839,,B
238928,151.2545141,67.0507233,22.61057504,21.50114731,20.42382784,20.28656684,19.46614983,,C
238928,151.2552323,67.05133688,22.40451887,21.41698126,20.77440145,19.36993611,20.25170085,,C
241861,194.8520258,66.13608611,21.9078847,21.1408531,20.42781059,19.558541,19.60533614,,A
241861,194.8523082,66.13564256,21.56268421,20.9973662,20.52950764,20.15388558,19.58240168,,A
247213,102.930314,64.66535292,22.44547836,21.90161664,21.52969129,21.42919289,20.43767507,,A
247213,102.9307141,64.66585996,21.27686113,20.70616408,20.47267721,20.30441837,20.66973335,,A
249116,104.0721009,64.15247468,19.3048196,19.12210965,18.99453103,18.57073229,18.15146767,,A
249116,104.0728391,64.15268161,20.56390437,20.3048334,20.11090832,20.04065133,19.05081248,,A
250835,119.9686241,63.77054469,20.39253596,19.92932666,20.09163526,18.70809201,18.04963611,,A
250835,119.9702587,63.77043581,19.76083915,19.63226799,19.57755131,19.18349677,19.05275456,,A
253037,290.9160738,63.14111499,19.8130545,19.43605146,19.41768701,18.44107466,17.77633268,,B
253037,290.9164346,63.14075595,21.15321694,20.89473053,20.80661463,20.88323299,20.43199125,,B
254021,229.6276996,62.88112523,20.9464702,19.7731169,19.48282721,18.59393066,18.71930386,,B
254021,229.627753,62.88091245,21.3363482,20.14442821,20.05286216,18.62497714,18.74851678,,B
256931,120.0034023,62.21936982,21.08345793,20.5460086,20.15629793,19.15412341,18.98379104,,A
256931,120.0039885,62.2192024,18.69823289,18.18810816,17.8749417,17.20605505,17.41807477,,A
262958,184.2820937,60.81407853,17.62924072,17.60939038,17.75497244,15.89416472,15.25962786,0.693636,A
262958,184.282475,60.8138224,21.6179247,22.40584682,21.75280484,20.82813903,20.6730544,,A
264425,296.3402533,60.41752501,23.40240894,21.40762613,20.83729015,20.20287709,20.7610568,,B
264425,296.3402966,60.41775019,21.55283596,20.18814803,19.50728085,19.44011978,18.91412138,,B
266167,275.3757028,60.09084773,20.65466758,20.51544305,20.0501155,19.42439917,19.03462157,,A
266167,275.3764158,60.09062345,20.33176635,20.17700067,19.98991909,19.76355397,19.13593108,,A
266357,243.2917334,60.014038,20.26665795,19.79105884,19.2702271,18.80406578,18.45820915,,A
266357,243.2912544,60.01441447,21.46406841,20.4897584,19.67187749,19.27471043,18.46244333,,A
271913,194.0742864,58.76386045,20.6873112,19.63477651,19.05553626,19.03381693,19.06336784,,A
271913,194.0749848,58.76390464,18.36523784,18.09738774,18.22642529,17.55602053,16.78172577,1.207642,A
272753,144.3830391,58.59078386,21.04907854,20.57134411,19.82306539,18.52422624,18.47910137,,B
272753,144.3833063,58.5904098,20.53915943,20.14049457,19.54089348,18.73358549,18.54286931,,B
274048,238.5769522,58.29635357,19.54868208,19.19972608,19.21684017,18.46136311,17.66268602,,A
274048,238.5776305,58.29647985,20.36865353,19.95357983,19.92874084,19.23461525,18.66087716,,A
278608,171.2302439,57.18240037,18.57482257,18.64983609,18.22688348,18.10700735,17.93190703,2.312,A
278608,171.2310431,57.18281786,19.98394305,19.93176515,19.41263835,19.51016218,19.08057184,2.314892054,A
283115,230.562043,56.28060743,20.02649549,20.01349409,19.80707016,19.25933384,18.64160568,,B
283115,230.5622394,56.2804056,21.3316943,20.60142867,19.6557566,19.3243051,18.88684737,,B
285906,167.8619844,55.6540647,20.72913062,20.32474544,20.39125871,19.80760104,19.18355701,,B
285906,167.8613787,55.65364385,21.8426705,21.12870883,21.03114737,20.52615726,20.86403124,,B
290252,272.3029705,54.85121911,21.13936994,20.66672029,20.40204991,20.07811163,20.16065795,,C
290252,272.3035198,54.85090978,20.99275928,20.72459787,20.51344961,20.03368478,19.4364897,,C
298774,270.0144984,53.08377953,20.4113383,19.93640936,19.89313105,19.18938844,19.15571537,,C
298774,270.0151089,53.08327345,21.30987132,20.87248958,20.73889119,19.10474019,19.09084066,,C
1003058,218.3939103,81.09286359,22.58474927,22.35867601,21.68572299,20.07667168,20.03748593,,B
1003058,218.3957194,81.09161285,21.84002509,20.81419931,20.31438767,19.95272723,19.90202348,,B
1006023,239.157797,79.42721746,19.2155672,18.74886207,18.40605723,17.84172565,17.11580903,,A
1006023,239.1578089,79.42695987,19.74708236,19.35999906,18.88005637,18.50485489,18.34673714,,A
1006733,115.6428714,79.05236319,21.68292065,20.53582549,20.29695878,18.86737813,18.34848754,,C
1006733,115.6445443,79.05245694,20.32039352,19.26077499,19.05826591,17.55186611,18.11109398,,C
1008352,258.0276555,78.23840747,21.43421831,20.50958257,20.40554635,20.10590697,20.20350419,,C
1008352,258.0259476,78.23834311,22.54655007,21.54395866,21.44683442,20.25279542,20.65052868,,C
1008539,134.0605931,78.14234114,20.48946395,19.26149177,19.44389201,18.50752834,18.38285956,,C
1008539,134.0608928,78.14199065,22.00819945,20.95876857,20.45267175,18.33439696,19.13566383,,C
1014136,171.4819529,64.00659134,22.79743699,21.87013181,21.80511147,19.77235194,19.55179436,,C
1014136,171.481782,64.00563832,22.96975168,23.00646462,22.83895059,19.9126621,19.54376593,,C
1018981,114.7401654,62.69938351,19.70608976,18.62946329,17.93063528,16.90405262,17.01586624,,C
1018981,114.7389903,62.69901424,19.78665812,18.97571734,18.58228477,17.44486488,17.97648828,,C
1021236,214.2490197,53.9685285,18.20551354,18.04100607,17.94087875,16.54316673,15.94703826,0.72,A
1021236,214.2506486,53.96853505,22.66759596,22.16709206,22.26519406,19.60294154,20.45605361,,A
1021967,278.1237721,53.82074482,20.02110864,19.48364161,19.31667012,17.85211756,17.02431002,,A
1021967,278.1230164,53.82002981,20.21554654,19.98163047,19.90801849,18.55118164,18.03289226,,A
1025630,137.6473911,53.05843416,20.13650729,19.83598985,19.70168217,18.32756831,18.84414361,,B
1025630,137.6481831,53.05821178,18.40431322,18.10001926,17.69750949,16.61213934,16.97283211,,B
1025799,291.7821557,53.01854755,21.26833847,20.72976374,20.32352926,19.62997801,20.16647161,,C
1025799,291.7828587,53.01859044,20.59742708,20.07989889,19.61937816,19.94285871,19.10614334,,C
1027070,173.5181706,52.75208241,21.05641002,20.15040733,19.40690653,18.67357184,18.67166921,,B
1027070,173.5184864,52.75151453,21.19412299,20.3174406,19.62834285,19.13013728,19.2661773,,B
1028529,95.47818709,52.46129187,20.71447952,19.40681266,18.67446796,17.66283902,17.70335119,,A
1028529,95.47849695,52.46079016,21.2929133,19.82092996,18.98516404,17.90078751,18.12157334,,A
1028812,207.6273439,52.40179756,21.07776731,20.78993887,20.50220732,19.33227787,19.02037572,0.974659383,C
1028812,207.6279796,52.40111221,19.91165814,19.62533921,19.440901,19.10220714,19.04738368,3.22,C
1033171,116.7211893,44.06422023,19.64434694,19.49237084,19.11187209,18.63806694,18.47297205,2.00589,A
1033171,116.7208229,44.06436458,19.82477478,19.55618306,19.15040038,18.65557091,18.30615268,,A
1036560,254.3024068,43.4860732,23.12831943,22.30804229,21.56292575,20.24769987,20.42128972,,B
1036560,254.3019541,43.48686781,21.18318209,19.87144353,19.08778164,18.23435033,18.55879504,,B
1037761,98.07495322,43.27471738,22.37116781,21.3392211,20.80854373,19.8758038,19.15128991,,B
1037761,98.07547537,43.27518631,22.0615002,21.26458783,20.78890664,20.55595054,20.63643678,,B
1038265,104.2731889,43.18363128,21.73489062,21.39665939,21.38954094,20.25882404,19.03891394,,C
1038265,104.2713757,43.18431949,21.39649521,21.1296725,20.84798012,19.3447633,19.8524354,,C
1041242,247.7619277,36.05250582,21.95649572,21.34125723,21.09599375,21.31566153,20.29153156,,B
1041242,247.7622808,36.05200054,20.60308982,20.2760658,20.09925149,18.91639256,18.75473331,0.969199538,B
1042347,121.2734253,35.84707912,19.42238647,19.44935572,19.22803663,18.19352789,17.44520276,1.66904,A
1042347,121.2730382,35.84709618,20.1763187,19.95487535,19.76137753,19.06791811,19.39251408,,A
1042422,124.676873,35.83366956,20.9083631,20.7497278,20.4112218,19.97820008,19.474903,2.046450853,C
1042422,124.6761898,35.83410254,20.16514589,19.95996747,19.76980898,19.53392424,18.85813235,,C
1042657,280.7927354,35.79106035,19.97166449,19.68897438,19.50416439,19.35144084,18.95773514,,C
1042657,280.7916697,35.79066603,19.95740089,19.77120903,19.57429803,18.57351044,18.23226377,,C
1043970,203.0017842,35.56029744,21.39608695,20.69774517,20.08208822,19.58821878,18.66772428,,C
1043970,203.0015739,35.5602338,21.19936658,20.78879157,20.17093624,19.03656657,18.87733588,,C
1043990,136.7613491,35.55616624,23.10951162,22.76574481,21.86958084,20.69718025,21.33349905,,C
1043990,136.7651617,35.55560279,22.86931119,21.21810386,20.45200103,20.06077233,19.81270532,,C
1051001,112.294787,31.84063241,22.06539683,21.20781066,20.67662476,19.64265782,19.76111157,,C
1051001,112.2950251,31.84118819,23.04585225,21.52060477,20.67631755,19.30118647,19.72324869,,C
1051961,275.1367023,31.69698858,19.24396221,18.73596082,18.53694894,18.10625739,18.397969,,A
1051961,275.1363175,31.69642248,20.70699672,20.13758451,19.94194686,18.49285884,18.86084178,,A
1056213,274.4473194,31.05250225,21.69800291,20.85486086,20.42112783,20.29708422,20.11683286,,C
1056213,274.4457647,31.05199847,21.5974743,21.10199528,20.78848894,20.66359584,21.21087651,,C
1057547,245.7179421,30.84393816,20.51138971,20.5393795,20.38548922,18.90702577,18.5483814,0.885723233,A
1057547,245.7174996,30.84438328,19.5632191,19.15623714,19.01462801,17.36865436,18.11956416,,A
1062009,210.9290334,24.35296348,22.21256614,21.48002783,21.66607805,20.18225308,19.61231641,,C
1062009,210.930055,24.35344034,21.84958991,21.25388957,20.75834426,19.12258745,19.15831413,,C
1068058,213.6081764,23.32823683,21.8455696,20.94408332,20.35281532,18.82735053,18.71039418,,C
1068058,213.6076019,23.32865352,22.77636958,21.1084217,20.21748871,18.28319794,18.32932043,,C
1069849,12.09593329,23.01593979,22.32563242,20.40502943,19.70514605,18.1075747,18.41001019,,C
1069849,12.09509429,23.01619698,22.17512555,20.67268146,19.7689721,18.19777077,18.32400297,,C
1071234,261.5553196,16.86580899,22.28735396,21.11808944,20.38827644,19.49692466,19.97574753,,C
1071234,261.5547031,16.86583248,22.35743391,21.28143828,20.72075076,19.26959228,19.90116718,,C
1072087,200.2465621,16.73406398,18.99892893,18.49622598,18.40749576,17.94344201,17.29465772,1.5024,A
1072087,200.2488913,16.73489924,19.45589849,19.16042823,19.29810735,18.30400373,17.50695028,,A
1072118,9.753747795,16.72934052,21.10646288,20.80697659,20.76382703,20.45759102,20.6664141,,B
1072118,9.753693009,16.72958399,20.73122625,20.07962476,20.17324722,19.42072235,18.91264417,,B
1073579,257.4438882,16.47584764,20.79393034,20.33898909,19.7730843,19.55366687,19.6074883,,C
1073579,257.4434373,16.47675942,20.49867262,20.27811842,19.90635716,19.82470234,19.87795574,,C
1073627,9.321747315,16.46348586,21.22124803,20.99913619,20.80444941,19.90559328,19.64880477,2.285,C
1073627,9.32167015,16.4640789,22.30793175,22.0548137,22.06235463,21.97844957,21.62647988,,C
1074909,152.3175195,16.25961383,20.64526195,19.95143935,19.07372241,18.57613813,18.08056635,2.323,C
1074909,152.3171159,16.26010911,21.45998648,21.24506435,20.91146281,19.54498031,19.13686222,,C
1076833,154.0853071,15.9413867,19.41729717,19.18340224,19.08456331,18.82146727,18.08100933,1.6707,C
1076833,154.0857316,15.94066117,21.49400045,21.16047091,20.86827818,20.57683598,20.32349654,,C
1078999,166.0130053,15.6258584,21.62498809,21.29621765,20.70235701,19.61221294,19.42539687,,C
1078999,166.0130053,15.62585787,21.6189839,21.28961559,20.69760489,19.48027077,19.32879143,,C
1078999,166.0127101,15.6253752,21.20140154,20.77266274,20.67821567,19.89022429,19.27634759,,C
1078999,166.0127109,15.62537782,21.19639089,20.77157873,20.67603521,19.92745001,19.30937849,,C
1079793,357.0420628,15.50567091,21.8284744,20.60536178,19.86161099,18.13588368,17.75476127,,C
1079793,357.0421383,15.50597976,21.23321659,20.11514773,19.62237246,17.93149038,17.41525087,,C
1086505,187.7462887,8.479250416,21.19550553,20.99240073,20.5090388,19.27801391,19.48571112,,C
1086505,187.7459376,8.478942231,20.98514901,20.56744291,20.42656756,19.92561321,19.97073596,,C
1086626,232.2208845,8.463214883,22.42149177,21.76725078,21.42332312,20.86641224,20.50202775,,C
1086626,232.2204114,8.463159988,19.86222771,19.96457978,19.74085298,19.42158538,18.84224163,,C
1087202,179.1929818,8.370827793,21.69609904,21.3451743,21.41430247,20.88162384,21.97315399,,B
1087202,179.1929449,8.371523024,21.0884586,20.77943847,20.69023085,21.25315702,20.76120234,,B
1087455,331.5021501,8.328932804,21.88292916,20.88572336,20.4419765,19.41805095,19.83431716,,C
1087455,331.5014732,8.329080001,21.78423705,20.74995631,20.31751492,20.62270938,19.42097564,,C
1088725,250.0434939,8.12961445,22.20354704,21.099765,20.49776829,20.02065484,20.0381409,,C
1088725,250.0425408,8.130462355,23.3955143,22.8193821,22.29510746,20.96299427,20.30416547,,C
1091729,62.65208892,-6.213827921,22.33333222,22.18804127,21.82173104,22.11590484,20.68082789,,C
1091729,62.65198803,-6.213479314,22.77471864,22.11545446,21.57137412,20.7867625,21.46435832,,C
1093781,61.33340392,-6.623673258,21.80360823,21.40139351,21.47626396,20.09872043,20.35538402,,C
1093781,61.33269468,-6.623551581,20.46177744,20.23970082,20.29121421,18.76185789,18.2180099,,C
1094314,131.2394815,-6.738760681,19.10324235,18.85420753,18.91975243,17.91443488,17.23158259,,A
1094314,131.239319,-6.739225033,22.33675149,21.92933251,21.42453411,20.83593178,21.3644075,,A
1094693,64.57412732,-6.817177093,23.31228583,23.00634674,23.00780372,21.52592823,20.97235168,,C
1094693,64.57486838,-6.817287635,23.62412546,23.51396517,22.86407628,20.42968528,20.79350228,,C
1094917,139.811204,-6.860871064,20.60472358,19.78124176,18.89532195,17.91327069,17.46429923,,C
1094917,139.8115572,-6.860897573,22.81054029,22.19318177,21.57689392,21.3704141,20.18277112,,C
1096588,67.06001975,-7.200958961,18.90114128,18.71174222,18.62150372,18.35190457,17.74628091,,C
1096588,67.05888622,-7.200968734,19.20461572,19.04209474,18.9801363,18.51213142,18.10532329,,C
1098534,154.4176801,-7.599100508,21.96454573,21.67513377,21.70830735,20.9662969,20.14706698,,C
1098534,154.4182202,-7.599109127,22.515512,21.78547128,21.52939468,20.39870213,21.06358196,,C
1098962,36.06713537,-7.675081945,21.25790757,21.1377892,20.88435821,20.03443283,19.60513084,,C
1098962,36.06758475,-7.675795104,20.70110544,20.56673261,20.25368163,19.54803809,18.99742537,,C
1099205,43.04778388,-7.729462781,22.54559365,20.93667735,20.10149084,18.74491527,18.49491319,,C
1099205,43.04774641,-7.728949014,22.23091208,21.43183167,20.62999535,18.65313199,19.02571576,,C
1101011,62.43399243,-28.72296348,21.37641625,21.11998999,20.67362297,19.18388301,18.96316896,,C
1101011,62.43438357,-28.72278057,21.28910539,20.8377464,20.84414657,19.3894099,18.7047575,,C
1102646,51.29582851,-30.09761907,21.40291924,20.95950699,20.54964283,18.85478875,18.53329167,,C
1102646,51.2954396,-30.09684798,20.85130731,20.48325762,19.98065402,18.76297508,18.94274872,,C
1103187,61.1255785,-30.60607028,20.95315591,20.7221009,20.19277549,19.14315909,18.89540874,,C
1103187,61.12628309,-30.60574889,20.19900979,19.99372308,19.79817356,19.67527649,18.98684926,,C
1103507,62.11998794,-30.96009878,22.19206155,20.54696743,19.71211755,19.01401038,18.65754266,,C
1103507,62.1200323,-30.95956435,22.06471348,21.03083835,20.29977881,18.81107181,19.169237,,C
1104692,29.01457568,-32.06388667,22.40395006,22.2800102,21.89301772,21.34138402,21.8838444,,C
1104692,29.01374026,-32.06493723,22.6782661,22.61390212,22.0655997,22.89192841,21.07133284,,C
1106990,40.43503258,-34.02841341,22.32512158,21.66953922,21.36813241,19.9335167,19.57477694,,C
1106990,40.43314285,-34.02793736,23.24172211,22.65501341,22.30583665,19.85927766,19.420761,,C
1107211,27.01076337,-34.22513908,19.81890608,19.68258882,19.56738175,19.49050969,19.17152642,,C
1107211,27.01166513,-34.2246654,20.17884163,19.73513688,19.64127972,18.24597952,17.70188743,,C
1107669,41.73979164,-34.6027804,19.29967225,19.1435382,19.01485738,18.87783255,18.64117965,,C
1107669,41.74094167,-34.60257447,20.94300541,20.64774622,20.6165916,20.02544664,19.26397327,,C
1107805,13.01920622,-34.69745035,20.90836021,20.04932203,19.621836,18.0511432,18.03277302,,C
