internal_ID,RA,Dec,g,r,z,W1,W2,redshift,Grade
2256173,274.2554144,33.51699722,20.40624803,19.27479655,18.63222886,16.74281079,16.59970726,,C
2264180,232.3937353,33.41544934,21.1756332,20.99688035,20.76795846,20.21496393,19.36648535,,C
2264180,232.3932011,33.41598149,22.12086777,21.78278883,21.67258239,21.14686456,22.05623089,,C
2268995,278.0545312,33.36982645,20.96327333,19.54111687,19.5425566,17.5889853,18.75937185,,B
2268995,278.0540637,33.36938345,21.24635185,20.03002235,19.44821447,17.85785135,17.50899798,,B
2278656,203.5057809,33.25947877,19.48373332,19.30716447,19.08777011,18.90849671,18.6970592,2.419262,A
2278656,203.5059441,33.25966726,19.96766347,19.63157736,19.44551909,19.39291312,18.99549528,,A
2283714,204.4760495,33.20399171,19.87458907,19.7334227,19.37778012,18.70909353,18.40921439,,B
2283714,204.4763309,33.20382732,20.83592817,20.68140175,20.33940881,19.69075456,20.15511695,,B
2298573,105.2271986,33.04899768,22.03565051,21.11472181,20.22439296,18.64477051,19.11181641,,B
2298573,105.2275656,33.04904065,21.36026974,20.735317,20.04614137,19.05301037,19.52743349,,B
2298646,194.1306245,33.04802292,20.89582947,20.15254502,18.85385971,17.88939972,17.71598307,2.564,C
2298646,194.1306225,33.04816416,21.69467235,20.53174785,19.42826045,17.84069592,17.41261161,2.564,C
2299409,169.5133278,33.04050434,21.64346992,21.22441117,20.51767115,20.48549125,19.5456007,,B
2299409,169.5126942,33.04007656,21.52544971,21.31864519,20.78512194,19.61471405,19.30465586,,B
2302855,351.4237169,33.00373952,19.02726663,18.76098075,18.51932793,17.17386266,16.58872795,0.866189301,C
2302855,351.423695,33.00329189,21.83725018,21.46529069,20.93930379,20.68815093,21.09721337,,C
2329451,155.3718373,32.72202499,20.6790487,20.25043883,20.3318005,19.1410668,18.58535201,,A
2329451,155.3724876,32.72231223,20.37393845,19.99959314,19.84860823,19.11633804,18.72143974,1.623070478,A
2343026,258.5997504,32.58882268,23.12985448,22.31994144,22.11974351,20.05008833,19.54859783,,C
2343026,258.6002079,32.5881337,21.27181493,20.92741662,20.84401792,19.96454689,19.5490537,,C
2343026,258.5997352,32.58884381,23.39151225,22.45250096,22.05034872,20.13857595,19.64781298,,C
2343695,111.1998418,32.58035709,23.11765243,21.85214403,21.23864041,19.56757165,19.35215539,,C
2343695,111.200111,32.58043546,21.66750662,20.49625637,19.85457471,18.9963931,19.30793052,,C
2355707,227.5998575,32.45939339,22.48086831,21.62712082,21.06107571,20.15183652,20.77356994,,B
2355707,227.5996994,32.45973092,21.49638155,21.24431596,20.91581121,20.75633423,19.97158717,,B
2362118,234.2542817,32.39074108,20.07109433,20.09189849,19.74106732,19.5431277,19.08647783,,A
2362118,234.2545913,32.39080588,19.91135721,19.81911006,19.80072309,19.33548573,18.72903175,,A
2364996,191.1155158,32.36976437,22.08372971,21.89023774,21.5071387,20.29798892,21.61559092,,C
2364996,191.116204,32.36985892,22.39891359,21.96711621,21.55074159,20.72079399,20.02153549,,C
2373923,275.1517335,32.27507133,23.169974,21.73788542,20.8173255,20.60392779,20.57967273,,C
2373923,275.1520823,32.2747248,22.03804706,21.84327689,21.22192052,20.52796887,20.25012902,,C
2377593,127.7471148,32.23381455,19.58352014,19.3878772,19.03855895,19.13496095,18.77312521,2.18350482,B
2377593,127.7476393,32.23390995,22.04809387,21.6601378,21.51341309,21.31163562,20.15477038,,B
2398877,353.8438288,32.01918764,19.47988921,19.31201858,19.1730953,18.65874833,18.04201289,0.904,B
2398877,353.8438386,32.01935839,21.24993245,20.48241818,20.25193522,18.53898953,18.49052317,0.904,B
2412817,238.408914,31.82549678,19.49473868,18.91282501,18.59044544,18.43687472,18.45764838,,A
2412817,238.4093827,31.82530342,18.49863481,18.07242535,17.91060034,17.71997244,17.51515631,,A
2414227,7.222739647,31.62316546,20.5865191,20.40220983,20.0972437,19.38966669,19.84951332,,B
2414227,7.222480828,31.62289968,21.77426835,21.4117868,21.29250497,20.44676549,18.98600065,,B
2414590,210.0532043,31.58171057,20.23797955,19.97698411,19.96845912,18.70856251,18.67903041,3.3169,A
2414590,210.0535406,31.5813196,19.67460833,19.40882243,19.49860947,18.13074718,18.05219152,3.315,A
2414635,248.4540731,31.57000331,17.70029227,17.45877289,17.35942852,16.73644347,15.81656493,1.523,A
2414635,248.4542436,31.56989126,19.22490904,19.16412573,18.80780414,18.55324546,18.36179654,,A
2416574,238.7624546,31.3126515,21.00156021,20.11271864,19.68224765,18.77629472,18.84401174,,A
2416574,238.7628963,31.3123979,19.71706541,18.88968545,18.69236403,18.49857353,18.21720984,,A
2417050,262.7190452,31.19437688,22.88017715,21.77487773,21.11475931,19.21148903,19.26399543,,C
2417050,262.719266,31.19448752,21.29670368,20.37466974,19.65272626,18.96806227,19.29505702,,C
2419086,126.0766475,30.88111023,19.25747245,18.91862086,18.92178073,18.64502093,18.84248054,,B
2419086,126.0765414,30.88090011,19.56175151,19.25678192,19.2843934,18.64719189,18.8513254,,B
2420745,151.5762469,30.67662671,20.59644997,20.12124045,20.13094866,18.64111827,18.08860223,,A
2420745,151.5765283,30.67667554,19.83661202,19.37745593,19.43883116,18.37245039,18.25278905,,A
2422309,123.7980784,30.50921784,21.72931855,20.44711665,19.64672063,19.05040549,19.17423105,,C
2422309,123.798407,30.50974538,21.35188302,20.47267939,19.72648405,18.58786101,19.09389089,,C
2424434,190.3293346,30.21118977,20.90368801,20.80705292,20.43457157,20.1417602,19.98771496,,C
2424434,190.3295479,30.21181745,19.97857462,19.653199,19.37498633,18.80273138,18.29588102,1.997664094,C
2424671,258.8804566,30.15434343,21.04271393,19.74686632,19.08342569,18.69726641,19.02005629,,C
2424671,258.8805791,30.15369201,20.7561621,19.40431121,18.74127506,18.03430043,18.12800469,,C
2424671,258.8804501,30.15434316,21.02705675,19.73141971,19.06500344,18.73047605,19.09856375,,C
2424671,258.8805827,30.15369729,20.77044171,19.42454231,18.76915211,18.01575902,18.10208944,,C
2427654,146.6861911,29.82357204,20.26334346,20.29520434,19.70746436,19.13155771,18.50586568,,A
2427654,146.6863313,29.82321841,19.29592072,19.36465404,19.16374137,19.2018971,18.62935453,,A
2430101,115.0559416,29.44603775,19.76692239,19.62229341,19.58457569,17.93554441,17.30581549,0.977313399,A
2430101,115.0560323,29.44677314,18.40951763,18.22698914,18.29325608,17.11338357,16.46916411,0.979809,A
2433802,353.4532889,28.90338437,19.88376887,20.43916928,20.03031299,19.03844439,18.13777186,,A
2433802,353.4532924,28.90360067,18.61415973,18.27305027,18.1252801,17.92701421,17.18922764,1.671006799,A
2434774,253.6136179,28.85075192,22.19993497,21.05035942,20.45126766,20.106008,19.74809416,,C
2434774,253.6142467,28.85098834,21.55576711,21.00941325,20.54180381,18.8856772,18.59498288,,C
2435479,270.3686768,28.66598874,20.53632938,20.4404795,20.02738468,19.43309289,19.81562231,,A
2435479,270.368845,28.66605359,19.77243932,19.46871253,19.37471247,19.51146654,18.99091554,,A
2438861,204.1773295,28.21583574,21.52381266,21.52653572,21.37523769,20.83171034,20.38974005,,C
2438861,204.1777807,28.21533385,21.7458069,21.62997103,21.62298403,20.1867288,19.73719848,2.375,C
2438913,246.8938801,28.20222755,22.82389235,21.80683908,21.15258383,20.42154301,20.16075495,,C
2438913,246.8945428,28.20245883,21.46585617,20.84082548,20.52212481,20.70336137,20.28572645,,C
2440456,352.2723223,28.00828903,20.84679114,19.34912259,18.71406055,17.21364959,17.23877249,,A
2440456,352.2724774,28.00796129,19.17239112,18.38326113,17.99205967,17.03078767,16.94642261,,A
2442280,132.0926271,27.76479788,20.60456998,21.07531852,20.93517951,19.24524016,19.09696574,,B
2442280,132.0926987,27.76509153,17.6859568,17.68943137,17.82498498,16.60900881,16.15511473,0.6676,B
2443974,39.87733071,27.57919936,20.44292923,20.183257,19.83576387,19.13111901,18.58860989,,C
2443974,39.87687792,27.57892527,22.80208175,21.83391571,21.06567733,21.04954345,20.93891495,,C
2444624,238.552733,27.41792474,19.95745371,19.66541029,19.24195811,19.76245046,19.04777581,,A
2444624,238.553007,27.41829177,20.97611349,20.55685155,20.40626459,20.30851546,20.26307242,,A
2444629,342.4148165,27.41851103,20.22155206,19.53909175,19.21195424,19.44268273,19.45129365,,C
2444629,342.4156412,27.41861034,21.4550749,20.38066014,19.75281172,19.57017709,19.87186915,,C
2446120,330.8858316,27.24545546,20.54536501,19.58491054,19.03612864,18.98909146,18.83515821,,A
2446120,330.8861109,27.24553427,20.61615783,20.42212163,19.95820754,18.41795887,18.25062225,,A
2446314,194.1656899,27.18213985,20.91754279,19.76086171,19.29914001,17.14323633,17.76940269,,A
2446314,194.1656938,27.18166222,19.90753559,19.50284202,18.88682404,17.54391009,18.32748071,,A
2447360,223.9079525,27.12277836,20.0934563,19.5639268,19.27565871,18.3500614,18.01890083,,A
2447360,223.9082459,27.12280831,20.97900683,20.59367869,20.38176096,19.57703514,19.29838491,,A
2448003,113.9581794,26.9753307,21.05157867,20.42451612,20.11502508,20.17801126,19.37509855,,A
2448003,113.9582476,26.97554788,21.34189205,20.66737456,20.32931798,18.75495058,19.3401405,,A
2448275,204.9417221,26.90535738,20.20344212,20.08300223,20.07635584,19.91510924,19.70567488,,C
2448275,204.9420901,26.9055911,22.61116792,22.09498932,21.93279039,21.87700912,21.9458999,,C
2449942,327.9575414,26.723584,20.65942132,20.38265601,20.18033455,20.13801804,19.50190996,,B
2449942,327.9583348,26.72353133,20.9024056,20.87972036,20.385498,20.11209163,19.64912443,2.211514235,B
2451358,147.8440394,26.58723304,17.94049489,17.48508169,17.45120919,17.11639888,16.5962168,1.249072,A
2451358,147.8443174,26.58705586,19.30120769,18.76986442,18.58790891,18.14232835,17.69335824,,A
2452111,165.5868368,26.40777807,21.17338964,20.4915082,19.5454116,18.55307,18.47967108,,A
2452111,165.5868473,26.40816619,20.28459654,19.59938909,18.87453825,18.12173744,17.65375823,,A
2454916,112.1156108,26.11702909,19.8622301,19.70483039,19.78572143,18.66479522,18.05359265,1.024798393,A
2454916,112.1161511,26.11737511,19.04919385,18.88163362,18.78721906,17.52448447,16.86960295,,A
2457594,267.2555207,25.65044155,20.24118862,19.62363847,19.36529703,19.12443589,19.48170697,,B
2457594,267.2560618,25.65080079,21.27450734,20.86297869,20.67525011,19.90574,19.99230234,,B
2459355,14.53966707,25.41009904,20.35276086,19.7060915,19.54634011,19.28844318,19.36761725,,A
2459355,14.53969172,25.40986975,19.01462946,18.93568005,19.04826731,19.01918476,18.35913973,,A
2460417,342.8891038,25.3631868,20.53773069,20.20032909,19.72156005,18.13876073,18.19178227,0.742,C
2460417,342.8890802,25.36290397,23.46703183,23.80180674,22.40002723,20.41489488,20.33771846,,C
2460598,221.1344733,25.31143069,21.05928329,20.9059951,20.75476591,19.82046071,19.11471809,,C
2460598,221.1349813,25.31107201,22.7717147,22.21363883,21.93249725,21.14104299,20.88268332,,C
2460992,258.3022498,25.20854961,18.61720456,18.17743839,17.98593164,17.34571143,16.47164617,,C
2460992,258.3022492,25.20800124,21.96734985,21.882433,21.70297987,22.55697909,21.36970282,,C
2463082,183.5594725,24.89054361,20.1836594,19.88626979,19.83431408,19.80716287,19.64028496,,C
2463082,183.5600867,24.89066817,22.25270702,21.43978471,21.35523685,20.28724682,20.42070924,,C
2465877,265.6445911,24.59378488,19.59861837,18.64455679,18.17927194,17.80339798,18.03747037,,B
2465877,265.6448539,24.59437754,21.54767933,20.71386397,20.25309912,18.71144425,19.50105186,,B
2465883,265.8526783,24.59241748,20.72541731,20.56131485,20.24043789,20.35335397,19.92220435,,B
2465883,265.8530891,24.59196132,22.45464634,21.9881499,21.74794319,20.38901969,20.03963747,,B
2466267,15.40546814,24.49554947,19.21185752,19.05902165,18.8588553,18.68122698,17.89895128,,C
2466267,15.40507349,24.49484504,21.63368541,21.4221113,21.04922007,19.86159097,19.59109063,,C
2467871,125.9211555,24.30139478,18.57497124,18.13122928,17.81545693,17.15576388,16.58946845,1.814,A
2467871,125.9211689,24.30157032,18.27738833,17.95240175,17.589707,17.39547461,16.70653825,1.814,A
2469703,172.0769885,24.03815362,18.70654553,18.46304899,18.30463846,17.59382083,17.01490786,1.6077,A
2469703,172.0771773,24.03828384,19.62766434,19.28914394,18.99845905,18.20275665,17.91575146,,A
2471775,36.11967931,23.73905019,20.36601403,20.12760039,19.83437383,19.80927812,19.06150427,,C
2471775,36.11980008,23.73869799,22.37111709,22.5011333,22.01730829,20.91404213,20.41958131,,C
2472064,124.1425336,23.66326185,20.82013219,20.4005354,20.63541106,18.87221734,18.32352431,,C
2472064,124.1429492,23.66285961,21.48531741,21.04257954,20.86866717,18.52562432,18.30569537,1.221711397,C
2473668,132.0908162,23.45891983,21.05917917,20.84704704,20.65357902,19.15106376,18.46623546,1.602872968,C
2473668,132.0912669,23.45901177,21.72223807,21.47101958,21.03614611,20.8094025,20.53867474,1.605766773,C
2473725,170.6459531,23.44296758,20.37049185,20.11267323,20.32869329,19.09868663,18.36079968,1.2493,A
2473725,170.6460032,23.44316062,20.09831895,19.70795317,19.76852179,19.22089572,18.7554358,1.2493,A
2474796,227.717557,23.36855584,19.89319825,19.55524719,19.46424668,17.96126157,17.16805619,,B
2474796,227.7172505,23.36913189,21.96716746,21.61884009,21.6851114,20.47011549,20.05221238,,B
2474864,7.568439448,23.35361729,20.86776343,20.56536437,20.51713673,20.46101408,20.20037335,,C
2474864,7.568651768,23.35373615,21.29026577,20.88409544,20.70068891,19.65630535,19.53194021,,C
2475602,145.6457308,23.17533019,19.1964857,19.16632957,18.98980105,18.68133691,18.00060074,1.835,A
2475602,145.6459726,23.17468493,19.96129767,19.92855997,19.73765235,19.23870766,18.7419328,,A
2476640,167.8994086,23.11535454,19.14461256,19.05808655,18.99666092,18.47303456,17.62276461,1.65,C
2476640,167.9000083,23.11474264,21.87841011,21.60408178,21.32410654,20.14195643,20.228777,,C
2476708,202.9464401,23.09255017,19.3438877,18.74925567,18.48159114,18.85481443,18.31829095,,A
2476708,202.9462531,23.09270517,21.30472167,20.7962495,20.42290572,19.67791599,19.73851364,,A
2477262,260.3695576,22.95601384,20.10909249,19.62968964,19.45470849,19.57151739,19.76759658,,C
2477262,260.3702391,22.9553544,21.1661571,20.83607332,20.74290906,19.94925345,20.45988138,,C
2479324,160.359664,22.64298798,20.90456361,20.44951409,19.94979384,18.26201666,18.04879436,,C
2479324,160.3597038,22.64274505,23.56252099,23.97932485,22.95224691,21.88341508,21.29603759,,C
2480221,330.1330096,22.62082837,21.91380018,20.42102338,19.80219899,18.4247279,18.72000694,,C
2480221,330.1334875,22.62025491,22.42367738,20.83772479,20.17646405,18.22542133,18.57996266,,C
2480264,159.9771938,22.61019333,18.69039487,17.84293666,17.50572026,16.59755015,15.9372472,1.333,B
2480264,159.9777597,22.61078059,20.44470572,20.06613925,20.00790857,19.35608721,18.45593267,,B
2480284,256.9123111,22.60563101,19.44981959,18.88931663,19.11390022,18.82701154,18.3576764,,A
2480284,256.9122475,22.60549549,22.30052792,22.63658843,21.57079163,21.89452873,21.03147029,,A
2480289,12.00651573,22.60379634,20.92990876,20.71100429,20.44240789,19.17645796,18.8314415,,B
2480289,12.00663875,22.60442025,19.16295183,19.33195654,19.05576711,17.20427468,16.74762062,0.763,B
2480714,325.6651422,22.50295349,20.6749467,19.55660511,18.9487332,17.84707901,18.29605068,,B
2480714,325.6653988,22.50308546,21.23879294,19.93837009,19.25132475,17.91276411,18.32721414,,B
2481044,192.6939558,22.4321255,20.60864622,20.59336951,20.36287592,20.56073042,20.66829015,2.508,B
2481044,192.6943149,22.43251173,20.9763956,20.74831496,20.58876817,21.18099503,20.63380557,,B
2481200,344.0511581,22.3940194,21.06309904,20.42249545,19.70141551,18.2249536,17.78321256,,C
2481200,344.0512228,22.39446795,20.43832576,20.30588686,19.95389331,17.90849228,17.54477791,,C
2484312,254.7078936,22.03366759,19.40136389,19.17923604,18.85853141,18.63759495,18.07025196,1.898292,C
2484312,254.7081631,22.03429723,23.4136509,22.20955969,21.44259304,20.71597115,20.30934856,,C
2484493,179.0933532,21.98777571,22.83305967,22.77251117,22.22915286,19.75907612,19.9705916,,A
2484493,179.0937822,21.98840617,23.21879276,23.01294264,22.60993,19.48271191,19.31367932,,A
2484493,179.0941941,21.98758913,23.02352875,23.15236884,22.67733262,20.15593857,20.33548761,,A
2486665,119.0570493,21.64407541,20.91349888,20.38735594,20.14408491,18.14907512,17.38539612,,B
2486665,119.0569512,21.64356409,22.86918665,21.41399775,20.61582886,20.21209344,19.70388521,,B
2487691,256.038334,21.59285072,20.62817142,19.18955277,18.4902531,18.29479045,18.38955566,,A
2487691,256.0386067,21.59264328,20.76370608,20.01701573,19.31178486,19.41384233,19.00739125,,A
2489710,272.2786302,21.29323431,21.86225795,20.56985563,19.8429247,19.64306673,19.46174884,,C
2489710,272.2797047,21.29385298,21.42931195,20.815574,20.57933403,20.26374787,20.12930045,,C
2491837,9.315901437,20.97379001,20.6144274,20.18795334,19.61614711,19.15178241,18.99385229,,A
2491837,9.316204084,20.97377234,19.43142688,19.25519962,18.99024176,18.66226907,18.60284659,2.048576593,A
2498881,169.4571986,20.04134364,18.91738124,19.0981766,19.33752536,17.13196903,16.84457081,0.667,A
2498881,169.4572357,20.04114105,21.90120569,22.11432673,21.99303273,20.21142878,19.67471051,,A
2499259,210.4598419,19.94343236,21.12455281,20.69772508,20.31220252,19.78981054,19.47712051,,B
2499259,210.4596448,19.94319708,22.02329355,20.7876241,20.00406336,20.12072268,19.44706822,,B
2502357,116.8173685,19.6109963,21.2646235,21.08189297,20.92916801,20.59013939,19.65838888,,C
2502357,116.8177155,19.61056503,21.82593147,21.61595643,21.09663268,20.05230603,20.12629591,,C
2504710,172.9905312,19.2577018,18.36799976,18.09867767,17.91176815,17.53731522,17.42686704,2.916,A
2504710,172.9909418,19.25766513,20.41174583,20.10669451,19.68522769,18.66054385,18.48511336,,A
2504735,113.6935928,19.24996475,18.06337288,18.06884065,17.88749612,16.86759754,16.46117736,,A
2504735,113.6937155,19.2502783,20.19094805,19.67456327,19.14426773,17.78201487,17.70132995,,A
2505056,172.1055354,19.17852086,22.54769849,20.85851488,20.17727624,18.83438941,18.53322645,,C
2505056,172.1059878,19.17893422,22.15993787,20.76664835,20.06080069,19.29903719,18.56458148,,C
2506210,20.16006807,19.113504,18.32449576,18.30489788,18.32933208,17.10386172,16.57981579,0.737414002,A
2506210,20.16000081,19.11327095,21.33091485,22.37156699,21.70508045,19.05544719,19.72401442,,A
2506324,242.0344852,19.08711398,20.02343816,19.82887418,19.45505988,19.27132235,18.62643208,2.52,C
2506324,242.0341802,19.08718635,22.71981393,22.22153275,21.70756851,20.3709868,20.94184071,,C
2507053,139.8838813,18.91419474,21.47750057,19.7563094,18.90295185,17.91165718,18.15711245,,C
2507053,139.883567,18.9135509,22.2192829,20.40967861,19.59955757,17.93075967,18.20278642,,C
2508477,264.6171899,18.80112353,21.17572692,20.46428893,20.06897528,20.09186588,20.27125058,,C
2508477,264.6165621,18.80092607,21.38837879,20.6490911,20.18405107,19.50637932,19.84726066,,C
2510690,226.0703881,18.47436952,19.57352299,19.51104769,19.26085694,19.28708867,18.79641328,2.335,B
2510690,226.0711153,18.47462117,22.37359707,22.21836243,21.98692729,21.94265582,21.43383693,,B
2510847,359.1282347,18.43543353,20.33415059,20.29759222,20.24795846,19.00924627,18.73410041,,C
2510847,359.128992,18.43576983,20.89678283,20.75069213,20.43938611,19.94525369,19.31888328,,C
2512454,256.1354578,18.29101391,19.2197135,18.98432551,18.97810857,17.37868856,16.60826141,,C
2512454,256.1358898,18.29144416,20.21942652,19.90471149,19.79563486,18.63264881,18.03552994,,C
2514494,339.1372527,18.01633046,19.63825009,19.49001801,19.17630114,18.26181954,18.32789713,,C
2514494,339.1381333,18.01666506,20.14476225,20.15023437,19.79132941,19.61256957,18.89591783,2.049921513,C
2514580,38.12982218,17.99291778,18.83055877,18.26598898,17.86378861,16.43106716,15.71856598,,A
2514580,38.13009318,17.99325669,20.80574292,19.57507773,19.11253093,17.46930264,16.69296269,,A
2517932,155.8452909,17.61428326,20.34876913,19.7107922,19.15116023,18.37960399,17.75005549,,A
2517932,155.8453905,17.61407778,20.63617623,19.8789018,19.2629907,17.99641011,17.13862721,,A
2518403,247.7747856,17.49943146,22.37985803,21.65431871,21.25143486,21.0050093,20.70797315,,C
2518403,247.7751706,17.49893355,21.76492132,21.49320336,21.05572059,20.78134816,20.22830005,,C
2518546,238.1620417,17.46420784,20.02716646,19.44928537,18.77891238,18.53527369,17.5972535,,B
2518546,238.1622184,17.46438011,20.83303673,19.75161465,18.55404931,17.60376206,17.6119455,,B
2520241,152.0730121,17.25558055,20.39101828,20.04047077,19.94825857,18.4723039,18.01816398,,C
2520241,152.0736596,17.25505914,20.4032435,20.04660844,20.1576371,19.2208287,18.70442664,,C
2520705,243.333328,17.14427785,20.16614841,19.67960666,19.488628,18.75511014,17.89615038,1.546904,A
2520705,243.3335108,17.14416268,19.60663268,19.46459845,19.60404167,18.97892645,18.11121973,1.546904,A
2521511,190.6755811,17.12196905,20.1236842,20.03457035,19.73997804,19.21504537,18.64039685,,C
2521511,190.6765555,17.12227213,22.90964499,22.16399888,21.64364999,21.13312318,20.4491426,,C
2521749,118.8661369,17.09265603,18.95542373,18.6638994,18.66455638,17.9134793,17.20517617,1.39947,B
2521749,118.8665425,17.09320904,21.17317616,20.6684038,20.49327135,19.95204762,19.29361487,,B
2522295,194.5801,16.9549231,19.4612979,19.21991652,19.03784359,18.32930668,17.9097016,2.7015,A
2522295,194.5804392,16.95479476,19.6616859,19.38195373,19.16969445,18.33542862,18.15350657,2.7,A
2523696,5.239814771,16.82666852,20.2343025,19.90852566,19.68521814,19.64733151,19.29330625,,C
2523696,5.239347916,16.82710843,21.63424277,21.27247354,21.30272377,20.30136876,20.0282863,,C
2525692,255.6056821,16.53046204,20.73902022,20.58731648,20.04994308,20.13611633,19.41302614,,C
2525692,255.6054219,16.53111316,21.38494745,20.97810118,20.79643543,19.82930532,19.78488074,,C
2525819,0.236004848,16.49739058,19.60800894,19.44572812,18.87227479,17.55834113,17.30073556,,C
2525819,0.23595127,16.49716411,22.37622329,22.76311815,22.59376478,21.10391601,20.33519161,,C
2526398,205.3738616,16.37697065,18.90789277,18.71960085,18.49826923,18.34287683,18.00377095,2.051,B
2526398,205.3735203,16.3771885,22.0191379,21.72862135,21.32836787,20.14623136,21.56914545,,B
2528822,318.9110705,16.12560672,19.8517967,19.39420031,19.1415022,19.22982907,18.86330851,,B
2528822,318.9108231,16.12561691,22.15762195,22.2105455,21.85718525,20.82482987,20.27003431,,B
2528914,180.0511138,16.1232578,21.1431784,20.67683343,20.32141495,20.20841948,20.04079505,,A
2528914,180.0511164,16.12351971,19.28090716,19.02642911,18.73165723,19.01275031,18.56492626,2.137,A
2533554,198.4170076,15.46998538,19.32823759,19.0687704,19.16921048,18.34036075,17.64416854,,B
2533554,198.4169219,15.46977768,21.95570696,23.01929067,22.16552885,21.18829714,21.30985793,,B
2535201,225.8020522,15.29809359,19.9670624,19.50074552,19.57332728,18.30112639,17.51782423,,C
2535201,225.8017715,15.29841571,22.2176154,21.98386155,21.40271858,20.08840047,19.5994439,,C
2535565,136.0173071,15.21515359,17.96353615,17.84138725,17.57672027,17.1911177,16.62967149,1.826,A
2535565,136.0175753,15.21500961,19.12739813,19.14058597,18.85641214,18.30077481,17.82097345,,A
2535671,228.9103018,15.19300756,18.61535339,18.50272685,18.08146502,17.74813002,17.60486777,,A
2535671,228.9107822,15.19331806,18.25901785,18.19756276,17.79748383,17.75144154,17.54952475,2.052,A
2535744,119.8488808,15.17536361,19.21411539,18.62985174,18.37610941,18.36590775,18.31911595,,C
2535744,119.8499124,15.1754242,20.69638885,20.35369361,20.24250654,20.08951963,19.92182754,,C
2535790,202.3212168,15.1658341,20.22244441,20.18746599,19.61585941,19.78255879,19.51576681,2.475,C
2535790,202.3207599,15.1658767,22.59237894,22.15038364,22.02497478,22.60894888,21.76848278,,C
2537346,204.4780164,15.01342169,21.74831525,21.097969,20.74425387,19.0217838,18.88654312,,C
2537346,204.4784124,15.01354513,21.29667565,20.72460754,20.47417184,19.29655538,19.19881312,,C
2537466,200.2481953,14.98796902,19.14089631,18.68487468,18.66734711,17.51162137,16.53925794,1.458623,A
2537466,200.2482132,14.98776576,22.71276802,23.31210983,22.58305005,20.57181046,19.93848098,,A
2537600,352.7380668,14.95355454,20.35187708,20.07094434,20.14292413,19.01020462,18.45359088,,C
2537600,352.73783,14.95286094,21.73655251,21.37465963,21.20944675,21.70233104,20.72733564,,C
2538958,218.462258,14.83560214,19.1222078,18.99743602,18.7884797,18.2568172,17.41280947,1.5065,C
2538958,218.4628594,14.83488192,19.57218267,19.30171396,19.35968026,18.41922026,17.69158729,,C
2539554,201.4978468,14.68621993,20.08968094,19.44841579,19.47083352,17.74485572,17.11160312,1.104384,A
2539554,201.4980161,14.68622798,19.58903428,19.16696328,18.85915834,17.66091296,17.08595858,1.104384,A
2541128,34.15255532,14.51293619,20.33025992,19.81082809,19.24568017,17.80656249,17.78080487,,A
2541128,34.15259361,14.51278508,20.08380534,19.75365995,19.68610614,17.78096913,16.86090915,,A
2541372,254.3144179,14.45388008,19.60817013,19.14897672,18.77625962,18.62790395,18.11656773,,C
2541372,254.3147938,14.45467997,22.21934344,21.62768105,21.36636445,20.94814245,21.27244311,,C
2542974,244.193352,14.26238123,20.87022961,20.32143679,19.78482241,19.03488841,18.91245219,,A
2542974,244.1935352,14.26199184,20.40381818,19.81438308,19.41371546,18.70142453,18.63738546,,A
2546251,211.4869581,13.84439876,21.83382142,21.50171611,21.28250693,20.79575793,20.16180874,,C
2546251,211.4872014,13.8439823,22.19808838,21.77775162,21.02572505,19.53038667,19.00768082,2.342,C
2547041,268.0951957,13.64934232,21.53780657,20.82699317,20.5589946,21.12742189,20.01787765,,C
2547041,268.0961895,13.6481001,21.75624571,20.37947248,19.59647457,19.84400453,19.58985597,,C
2550705,204.7797537,13.1776734,18.4455092,18.51105149,18.43979764,18.14872819,18.24856836,2.245,A
2550705,204.7801587,13.17741254,18.75671394,18.75355115,18.39744259,17.97558534,17.6381512,2.237,A
2554167,4.32367594,12.75289596,19.5684192,19.17510934,18.61949155,18.13011437,17.97303898,2.598,A
2554167,4.323737505,12.75260276,22.1218793,21.68978075,20.83100983,19.62199466,20.36548269,,A
2554404,194.9811109,12.69751204,19.93504659,19.84936124,19.59736156,19.54682436,18.9273605,,C
2554404,194.9817396,12.69827108,19.62459096,19.48454791,19.24312198,19.04752556,18.61382495,2.195,C
2555737,325.8842918,12.57439724,20.12628786,19.85311193,19.70166476,18.70191097,18.55046301,,A
2555737,325.884405,12.57457882,18.8112559,18.54326268,18.22756437,18.54086282,18.0606543,,A
2556035,153.769655,12.50610982,19.84119234,19.80903996,19.60302522,18.70983936,18.10826561,,A
2556035,153.769829,12.50619158,17.55322478,17.45945693,17.39101907,17.21022919,16.43399759,1.705,A
2561083,256.176776,11.85417208,20.97975685,20.67563925,20.48745007,20.97996992,20.43498024,,B
2561083,256.1770024,11.8547936,20.24547335,19.98983712,19.65607618,18.81339271,18.15419795,,B
2561734,220.6849338,11.68555311,23.02465555,21.65955587,20.64761492,18.89545694,18.37481711,,B
2561734,220.6854072,11.68509895,21.21429578,20.60826751,20.03502344,18.51849283,17.74537434,,B
2562892,182.490277,11.61648996,20.35387387,20.09512928,20.02437203,18.90620339,18.4378717,,C
2562892,182.4904926,11.61573673,20.44800794,20.21686303,20.07069923,18.92415914,18.64144729,,C
2566504,317.7873288,11.11182454,20.25079522,19.78416415,19.584332,18.52978438,18.84954578,1.004186,A
2566504,317.7873433,11.11167498,20.29904472,20.09573898,20.03798718,19.3541097,18.55716652,1.004186,A
