Clusterid,RA,Dec,S_RF,S_colour,Sep_max,Sep_min,Sep_mean,Grade,Grade_by_LR,NUM_OF_IMG,in_GLQ,in_D22,Grade_by_D22,q,phi,rein,NOTE
10037700,187.4441283,67.71476366,0.94,0.72,1.406330701,1.406330701,1.406330701,A,B,2,FALSE,TRUE,A,,,,
10038993,288.7223998,67.34129276,0.88,0.54,4.555136616,4.555136616,4.555136616,B,C,2,FALSE,FALSE,,,,,obvious lens
10040348,272.2275053,66.97205423,0.86,0.71,1.929943632,1.929943632,1.929943632,A,B,2,FALSE,FALSE,,,,,
10040521,269.4180077,66.90891576,0.98,0.85,2.402590815,2.402590815,2.402590815,C,A,2,FALSE,FALSE,,,,,
10040910,265.3130833,66.7883795,0.96,0.64,2.299738975,2.299738975,2.299738975,B,C,2,FALSE,FALSE,,,,,
10045563,270.8176913,65.43058375,0.85,0.63,5.284870028,5.284870028,5.284870028,C,C,2,FALSE,FALSE,,,,,two lens?
10045794,225.4790186,65.3688176,0.98,0.75,0.920900147,0.920900147,0.920900147,C,C,2,FALSE,FALSE,,,,,
10046488,262.7741431,65.1663783,0.94,0.86,4.46200312,4.46200312,4.46200312,C,B,2,FALSE,FALSE,,,,,obvious lens
10113475,207.5793134,61.54897814,0.96,0.77,1.952354264,1.952354264,1.952354264,B,B,2,FALSE,FALSE,,,,,
10113813,138.5928378,61.468738,0.85,0.78,2.167293511,2.167293511,2.167293511,B,A,2,FALSE,FALSE,,,,,
10118939,204.3045848,60.20224773,0.97,0.82,3.114449408,3.114449408,3.114449408,B,B,2,FALSE,FALSE,,,,,
10119139,292.2538337,60.15701391,0.95,0.9,1.755396268,1.755396268,1.755396268,A,A,2,FALSE,TRUE,A,,,,
10119354,218.3449974,60.12142438,0.93,0.95,1.876922383,1.876922383,1.876922383,A,B,2,TRUE,FALSE,,,,,
10119490,219.5245546,60.09499004,0.92,0.82,1.475873859,1.475873859,1.475873859,C,B,2,FALSE,FALSE,,,,,
10122202,288.8077494,59.44070254,0.94,0.82,1.962477209,1.962477209,1.962477209,A,A,2,FALSE,FALSE,,,,,
10123018,202.8993709,59.26556101,0.92,0.93,2.309532363,2.309532363,2.309532363,C,B,2,FALSE,FALSE,,,,,
10124232,274.1341042,58.97560666,0.94,0.62,1.631210896,1.631210896,1.631210896,B,A,2,FALSE,FALSE,,,,,
10126246,237.4180603,58.5132859,0.97,0.68,4.187694874,4.187694874,4.187694874,C,B,2,FALSE,FALSE,,,,,obvious lens
10128872,136.5049561,57.89898688,0.97,0.92,2.333367579,2.333367579,2.333367579,C,A,2,FALSE,FALSE,,,,,
10132291,138.3723085,57.11501627,0.93,0.58,4.726842662,4.726842662,4.726842662,C,C,2,FALSE,FALSE,,,,,obvious lens
10132647,96.49456933,57.03609431,0.95,0.7,2.231013278,2.231013278,2.231013278,B,C,2,FALSE,FALSE,,,,,
10136216,100.6529904,56.28639535,0.96,0.77,0.885565548,0.885565548,0.885565548,A,C,2,FALSE,TRUE,A,,,,
10137282,200.6859265,56.05081308,0.96,0.5,1.991305153,1.991305153,1.991305153,C,C,2,FALSE,FALSE,,,,,
10137471,110.9315587,56.0123669,0.88,0.74,2.057296998,2.057296998,2.057296998,C,A,2,FALSE,FALSE,,,,,
10143011,240.811775,54.81797369,0.98,0.61,2.238558408,2.238558408,2.238558408,C,B,2,FALSE,FALSE,,,,,
10144254,173.9133285,54.54601518,0.88,0.89,4.012034293,4.012034293,4.012034293,B,C,2,FALSE,FALSE,,,,,
10210876,98.04986567,51.97207336,0.87,0.69,1.187144968,1.187144968,1.187144968,B,C,2,FALSE,FALSE,,,,,4?
10212157,124.342816,51.73436,0.9,0.76,1.287876254,1.287876254,1.287876254,C,C,2,FALSE,FALSE,,,,,
10213284,108.1771226,51.53255068,0.91,0.68,3.65183737,3.65183737,3.65183737,C,C,2,FALSE,FALSE,,,,,4? & obvious lens
10218186,275.2599355,50.53645119,0.92,0.89,2.039705711,2.039705711,2.039705711,A,C,2,FALSE,FALSE,,,,,
10218537,150.3692072,50.46580036,0.99,0.85,1.463682539,1.46367775,1.463680145,B,A,2,TRUE,FALSE,,,,,
10219070,278.8631993,50.35996527,0.9,0.74,1.034971014,1.034971014,1.034971014,B,B,2,FALSE,TRUE,A,,,,
10219127,281.0183701,50.34666915,0.85,0.86,3.506076942,3.506076942,3.506076942,C,C,2,FALSE,FALSE,,,,,obvious lens
10220570,163.3336948,50.02966603,0.98,0.78,2.091640358,2.091640358,2.091640358,C,A,2,FALSE,FALSE,,,,,
10226101,270.2290931,48.90760728,0.97,0.81,2.575370381,2.575370381,2.575370381,B,C,2,FALSE,FALSE,,,,,
10227010,146.7492028,48.72511546,0.95,0.67,1.112256715,1.112256715,1.112256715,C,C,2,FALSE,FALSE,,,,,
10227126,129.2062822,48.69780088,0.99,0.6,4.075474318,4.075474318,4.075474318,B,B,2,FALSE,TRUE,C,,,,
10227145,96.4342466,48.69305345,0.91,0.51,2.192708969,2.192708969,2.192708969,C,A,2,FALSE,FALSE,,,,,
10228328,114.2861713,48.43085034,0.98,0.63,0.753179042,0.753178659,0.753178851,A,B,2,TRUE,FALSE,,,,,
10228771,266.6574183,48.33990751,0.91,0.71,2.253846788,2.253846788,2.253846788,C,C,2,FALSE,FALSE,,,,,
10232041,104.3478125,47.62182307,0.95,0.62,3.720389671,3.720389671,3.720389671,B,C,2,FALSE,FALSE,,,,,
10232318,130.7395984,47.5621148,0.96,0.74,3.370593178,3.370593178,3.370593178,C,A,2,FALSE,TRUE,C,,,,
10243849,264.5902947,45.20048986,0.85,0.59,2.972198776,2.972198776,2.972198776,B,B,2,FALSE,FALSE,,,,,obvious lens
10244167,258.5638554,45.13334116,0.96,0.82,3.124920647,3.124920647,3.124920647,B,B,2,FALSE,FALSE,,,,,
10310177,252.6810233,42.86371533,0.98,0.62,3.614210294,3.614201967,3.614206131,A,A,2,TRUE,FALSE,,,,,
10312547,285.1937877,42.41346995,0.89,0.65,3.131060408,3.131060408,3.131060408,B,C,2,FALSE,FALSE,,,,,obvious lens
10312594,112.4771645,42.40427835,0.92,0.59,0.850242663,0.850242663,0.850242663,A,B,2,FALSE,FALSE,,,,,
10313900,242.6545434,42.13502162,0.98,0.79,2.311516871,2.311516871,2.311516871,C,A,2,FALSE,FALSE,,,,,
10314847,162.612871,41.94978953,0.95,0.84,3.624666793,3.624666793,3.624666793,C,A,2,FALSE,FALSE,,,,,
10318452,210.8556389,41.24654368,0.97,0.75,4.825374465,4.825374465,4.825374465,C,C,2,FALSE,FALSE,,,,,obvious lens
10318609,151.1450314,41.21089793,0.98,0.96,1.884272269,1.884270549,1.884271409,A,B,2,TRUE,FALSE,,,,,
10318630,155.5610596,41.20663124,0.93,0.89,2.208350365,2.208350365,2.208350365,C,C,2,FALSE,FALSE,,,,,
10319335,266.3289089,41.07820644,0.97,0.8,2.724011524,2.724011524,2.724011524,C,A,2,FALSE,FALSE,,,,,
10324212,126.1170382,40.21004718,0.93,0.85,2.590281862,2.590281862,2.590281862,C,C,2,FALSE,FALSE,,,,,
10324488,254.7669629,40.1574642,0.98,0.82,2.392326571,2.392326571,2.392326571,B,B,2,FALSE,FALSE,,,,,
10326093,200.3385703,39.85074422,0.96,0.65,2.248492762,2.248492762,2.248492762,B,A,2,FALSE,FALSE,,,,,
10328803,280.7854389,39.36897794,0.91,0.68,2.653819348,2.653819348,2.653819348,B,A,2,FALSE,FALSE,,,,,
10330086,271.4014423,39.12952641,0.96,0.61,3.393014196,3.393014196,3.393014196,B,C,2,FALSE,FALSE,,,,,
10330386,109.4551659,39.08204267,0.93,0.7,2.023326527,2.023326527,2.023326527,B,C,2,FALSE,FALSE,,,,,
10335253,273.9121513,38.27298897,0.91,0.61,0.83487245,0.83487245,0.83487245,C,C,2,FALSE,FALSE,,,,,
10336254,104.7875783,38.07545518,0.92,0.7,1.996296603,1.996296603,1.996296603,C,C,2,FALSE,FALSE,,,,,
10337930,197.6563642,37.760611,0.98,0.64,4.12796227,4.12796227,4.12796227,B,C,2,FALSE,FALSE,,,,,obvious lens
10337995,265.7761055,37.74676719,0.95,0.88,5.444100139,5.444100139,5.444100139,C,B,2,FALSE,FALSE,,,,,obvious lens
10338076,273.0026681,37.73056439,0.96,0.79,3.343652696,3.343652696,3.343652696,B,C,2,FALSE,FALSE,,,,,
10338485,189.1316719,37.65223518,0.96,0.76,2.972703853,2.972703853,2.972703853,B,A,2,FALSE,FALSE,,,,,
10339067,148.7285921,37.57219237,0.99,0.9,3.152341424,3.152341424,3.152341424,B,C,2,FALSE,TRUE,B,,,,
10341153,107.795816,37.19920582,0.86,0.84,2.670224465,2.670224465,2.670224465,B,A,2,FALSE,FALSE,,,,,
10343393,234.1308956,36.81972249,0.98,0.93,2.533844429,2.533844429,2.533844429,B,A,2,FALSE,FALSE,,,,,
10344188,165.8405451,36.67944995,0.97,0.78,2.469605254,2.469605254,2.469605254,C,A,2,FALSE,FALSE,,,,,
10344412,282.5066799,36.6429226,0.86,0.81,3.188816926,3.188816926,3.188816926,C,B,2,FALSE,FALSE,,,,,
10410046,216.0094491,34.65401014,0.98,0.96,2.069781157,2.069781157,2.069781157,B,A,2,FALSE,FALSE,,,,,
10414988,253.7657884,34.13399397,0.94,0.89,3.278455535,3.278455535,3.278455535,C,A,2,FALSE,FALSE,,,,,
10416055,280.5335271,34.04648757,0.96,0.84,5.637951626,5.637951626,5.637951626,C,B,2,FALSE,FALSE,,,,,visible lens
10416472,137.7235656,34.00447333,0.94,0.58,1.177731235,1.177731235,1.177731235,B,C,2,FALSE,FALSE,,,,,
10417092,227.7910475,33.95059201,0.98,0.73,1.084451779,1.084451779,1.084451779,A,C,2,FALSE,TRUE,A,,,,
10417882,218.9486405,33.88602183,0.96,0.93,1.370458143,1.370458143,1.370458143,B,C,2,FALSE,FALSE,,,,,
10419124,270.8271743,33.7868136,0.91,0.52,0.589394903,0.589394903,0.589394903,B,C,2,FALSE,FALSE,,,,,
10419147,253.8893467,33.78556794,0.92,0.87,2.153874131,2.153874131,2.153874131,C,B,2,FALSE,FALSE,,,,,
10420815,234.8200007,33.66270811,0.93,0.68,4.950372222,4.950372222,4.950372222,C,C,2,FALSE,FALSE,,,,,obvious lens
10423470,112.1220536,33.4837487,0.98,0.91,2.353522969,2.353522969,2.353522969,C,B,2,FALSE,FALSE,,,,,
10423749,227.1758708,33.46780231,0.97,0.69,2.93121353,2.93121353,2.93121353,B,C,2,FALSE,FALSE,,,,,
10424987,190.1179765,33.38662903,0.89,0.52,1.040061193,1.040061193,1.040061193,A,C,2,FALSE,FALSE,,,,,
10428646,23.57010008,33.14867876,0.97,0.81,3.542345036,3.542345036,3.542345036,C,A,2,FALSE,FALSE,,,,,
10434600,194.3979008,32.72739355,0.85,0.69,4.012688048,4.012688048,4.012688048,C,B,2,FALSE,FALSE,,,,,obvious lens
10435124,239.0999243,32.68737895,0.88,0.71,0.851524204,0.851524204,0.851524204,A,C,2,FALSE,FALSE,,,,,
10437847,271.0398162,32.50812521,0.98,0.75,0.643708638,0.643708638,0.643708638,A,C,2,FALSE,FALSE,,,,,
10439490,136.3122437,32.39140626,0.98,0.78,2.147636267,2.147636267,2.147636267,C,A,2,FALSE,FALSE,,,,,
10442709,271.4792115,32.1707502,0.93,0.71,4.612217524,4.612217524,4.612217524,B,B,2,FALSE,FALSE,,,,,visible lens
10444864,347.0778166,32.02929208,0.96,0.7,2.63000091,2.63000091,2.63000091,A,A,2,FALSE,TRUE,A,,,,
10445584,227.3718457,31.98667942,0.89,0.81,4.159707992,4.159707992,4.159707992,C,C,2,FALSE,FALSE,,,,,8?
10446316,250.7968614,31.93965043,0.98,0.6,2.331594583,2.331594583,2.331594583,A,C,2,FALSE,TRUE,C,,,,
10512534,238.1067352,30.15070724,0.98,0.93,1.243004534,1.243004534,1.243004534,A,B,2,FALSE,TRUE,A,,,,
10513088,17.86498885,30.07683317,0.93,0.78,2.604420737,2.604420737,2.604420737,C,C,2,FALSE,FALSE,,,,,
10513713,338.6717477,29.96406803,0.92,0.52,2.435540283,2.435540283,2.435540283,B,C,2,FALSE,FALSE,,,,,
10517709,176.4517116,29.31915408,0.97,0.71,2.144564771,2.144564771,2.144564771,C,A,2,FALSE,FALSE,,,,,
10519081,182.3331496,29.10838538,0.98,0.82,4.035652668,4.035652668,4.035652668,C,B,2,FALSE,FALSE,,,,,visible lens
10519627,241.5121372,29.01383776,0.99,0.94,3.432508175,3.432508175,3.432508175,A,A,2,FALSE,TRUE,B,,,,
10522675,141.1738776,28.53796291,0.96,0.62,2.847215955,2.847215955,2.847215955,C,B,2,FALSE,FALSE,,,,,
10523551,232.3545109,28.37930527,0.91,0.89,3.81888549,3.81888549,3.81888549,B,B,2,FALSE,FALSE,,,,,obvious lens
10525100,324.0243914,28.12839639,0.94,0.71,2.644003064,2.644003064,2.644003064,C,A,2,FALSE,FALSE,,,,,
10527257,110.9430166,27.7662552,0.94,0.68,4.057572683,4.057572683,4.057572683,C,A,2,FALSE,FALSE,,,,,
10528411,327.1083034,27.58574216,0.93,0.78,5.000079466,5.000079466,5.000079466,C,B,2,FALSE,FALSE,,,,,obvious lens
10528585,163.67055,27.55176781,0.99,0.81,0.632948269,0.632948238,0.632948253,A,A,2,TRUE,FALSE,,,,,
10528638,328.3172918,27.54311236,0.98,0.87,3.578630661,3.578630661,3.578630661,A,B,2,FALSE,FALSE,,,,,
10529398,140.0550162,27.40675754,0.91,0.7,0.782984654,0.782984654,0.782984654,B,C,2,FALSE,TRUE,A,,,,
10529434,268.2061607,27.40004541,0.99,0.88,0.703898516,0.703898516,0.703898516,A,C,2,FALSE,TRUE,A,,,,
10529813,35.24984331,27.34499005,0.95,0.89,2.441231031,2.441231031,2.441231031,C,C,2,FALSE,FALSE,,,,,
10530774,262.5102569,27.17463806,0.98,0.56,4.51122569,4.51122569,4.51122569,B,A,2,FALSE,FALSE,,,,,obvious lens
10531317,192.0623877,27.09679542,0.98,0.89,2.348275406,2.348275406,2.348275406,C,C,2,FALSE,FALSE,,,,,
10532878,327.4004763,26.85799139,0.95,0.82,2.67926206,2.67926206,2.67926206,B,A,2,FALSE,FALSE,,,,,
10534483,350.244712,26.61732254,0.98,0.89,3.00674056,3.00674056,3.00674056,C,A,2,FALSE,FALSE,,,,,
10536648,11.59554,26.2504763,0.95,0.74,1.540985235,1.540985235,1.540985235,C,B,2,FALSE,FALSE,,,,,
10537823,156.7711907,26.0648054,0.97,0.84,2.865147993,2.865147993,2.865147993,B,B,2,FALSE,FALSE,,,,,
10538747,111.536247,25.91599418,0.91,0.77,2.629391491,2.629391491,2.629391491,A,A,2,FALSE,FALSE,,,,,
10539965,190.7384348,25.71747347,0.93,0.87,2.736667707,2.736667707,2.736667707,A,A,2,FALSE,FALSE,,,,,
10543445,273.0814572,25.13028229,0.94,0.74,2.322266012,2.322266012,2.322266012,C,B,2,FALSE,FALSE,,,,,
10543595,250.049677,25.11073506,0.93,0.76,4.228871557,4.228871557,4.228871557,C,C,2,FALSE,FALSE,,,,,obvious lens
10545019,207.9317358,24.8800702,0.93,0.61,1.55676387,1.55676387,1.55676387,A,A,2,FALSE,FALSE,,,,,
10545376,18.2179253,24.82667862,0.9,0.67,2.139219587,2.139219587,2.139219587,C,C,2,FALSE,FALSE,,,,,
10545741,123.6385455,24.76435891,0.98,0.86,1.285979997,1.285979997,1.285979997,A,B,2,FALSE,TRUE,B,,,,
10612689,267.2349546,22.5376872,0.94,0.73,1.38580129,1.38580129,1.38580129,B,B,2,FALSE,FALSE,,,,,
10617658,325.6343185,21.73764478,0.97,0.71,2.40767045,2.40767045,2.40767045,C,A,2,FALSE,FALSE,,,,,
10620288,342.6439622,21.28988357,0.98,0.72,0.946380354,0.946380164,0.946380259,A,A,2,TRUE,FALSE,,,,,
10621667,338.2043037,21.05519471,0.88,0.69,4.06784096,4.06784096,4.06784096,C,B,2,FALSE,FALSE,,,,,obvious lens
10624262,16.072618,20.6180612,0.98,0.67,1.287409825,1.287409825,1.287409825,A,B,2,FALSE,TRUE,C,,,,
10626637,173.4079004,20.2152467,0.98,0.68,2.256709056,2.256709056,2.256709056,C,A,2,FALSE,FALSE,,,,,
10627289,121.598777,20.10888483,0.98,0.86,0.743429107,0.743428751,0.743428929,A,A,4,TRUE,FALSE,,,,,
10631246,332.8764114,19.48683479,0.91,0.71,5.521439363,2.569665999,3.707032491,A,C,2,TRUE,FALSE,,,,,
10631375,5.493797547,19.46455725,0.95,0.91,2.888634393,2.888634393,2.888634393,B,A,2,FALSE,TRUE,B,,,,
10631673,142.9932023,19.41010035,0.86,0.64,0.963318931,0.963318931,0.963318931,A,C,2,FALSE,FALSE,,,,,
10634494,144.1212349,18.9575334,0.98,0.89,3.188321942,3.188321942,3.188321942,C,B,2,FALSE,FALSE,,,,,
10634811,268.7439434,18.90215422,0.9,0.85,3.532428297,3.532428297,3.532428297,B,C,2,FALSE,FALSE,,,,,obvious lens
10644495,219.5841219,17.41242624,0.98,0.56,3.403702413,3.403702413,3.403702413,B,B,2,FALSE,FALSE,,,,,
10644599,344.0099255,17.39413025,0.98,0.65,1.719426076,1.719426076,1.719426076,B,C,2,FALSE,FALSE,,,,,
10645106,139.2104153,17.31112743,0.95,0.91,3.484433075,3.484433075,3.484433075,C,C,2,FALSE,FALSE,,,,,obvious lens
10645647,158.7542931,17.21958835,0.95,0.71,2.237021264,2.237021264,2.237021264,A,A,2,FALSE,FALSE,,,,,
10710513,241.9768759,15.38683411,0.93,0.66,2.43703211,2.43703211,2.43703211,A,C,2,FALSE,FALSE,,,,,4?
10711631,214.319965,15.23151314,0.89,0.64,2.838670499,2.838670499,2.838670499,B,A,2,FALSE,FALSE,,,,,
10719174,352.150798,14.08264699,0.97,0.53,0.962048434,0.962048434,0.962048434,B,C,2,FALSE,FALSE,,,,,
10721197,116.6481583,13.74017205,0.95,0.86,2.436938139,2.436938139,2.436938139,A,A,2,FALSE,TRUE,C,,,,
10723968,264.4153946,13.26466164,0.92,0.84,5.130931608,5.130931608,5.130931608,C,B,2,FALSE,FALSE,,,,,obvious lens
10724011,338.1645796,13.25513506,0.97,0.75,1.021452243,1.021452243,1.021452243,B,C,2,FALSE,FALSE,,,,,
10725123,114.0105475,13.07086611,0.98,0.59,0.802355178,0.802355178,0.802355178,A,C,2,FALSE,FALSE,,,,,
10728091,339.3070872,12.59250807,0.94,0.71,3.773913523,3.773913523,3.773913523,B,A,2,FALSE,FALSE,,,,,
10728924,207.3743594,12.45193306,0.99,0.67,1.505435014,1.505434092,1.505434553,A,A,2,TRUE,FALSE,,,,,
10733907,208.2764687,11.63469731,1,0.91,0.695458267,0.695458252,0.695458259,A,B,2,TRUE,FALSE,,,,,
10734732,213.9426137,11.4953078,0.92,0.53,5.329369608,2.434351851,3.562960023,A,A,4,TRUE,FALSE,,,,,
10736889,258.683945,11.12768835,0.96,0.7,2.511953647,2.511953647,2.511953647,B,B,2,FALSE,FALSE,,,,,
10738339,340.3212705,10.88105678,0.92,0.76,0.760396147,0.760396147,0.760396147,B,C,2,FALSE,FALSE,,,,,
10738363,200.6514529,10.87806928,0.98,0.6,7.557332896,3.030783655,5.070459687,B,A,5,TRUE,FALSE,,,,,
10739128,250.0760013,10.75139338,0.98,0.62,1.103739899,1.103739467,1.103739683,C,C,2,TRUE,FALSE,,,,,
10739756,232.4121191,10.63439451,0.99,0.81,0.656624931,0.656624843,0.656624887,A,B,2,TRUE,FALSE,,,,,
10741270,260.1963171,10.37873064,0.9,0.63,2.474646693,2.474646693,2.474646693,B,C,2,FALSE,FALSE,,,,,
10745256,148.8728256,9.721643271,0.91,0.53,1.994606402,1.994606402,1.994606402,C,C,2,FALSE,FALSE,,,,,
10745518,330.3805488,9.674406439,0.91,0.79,2.281340684,2.281340684,2.281340684,C,A,2,FALSE,FALSE,,,,,
10810092,158.8303908,7.882571886,0.94,0.91,2.646008358,2.646008358,2.646008358,B,A,2,FALSE,FALSE,,,,,
10810528,347.2844502,7.818981897,0.91,0.73,2.218709303,2.218709303,2.218709303,C,A,2,FALSE,FALSE,,,,,
10812777,22.58593535,7.4211866,0.98,0.92,2.059008483,2.059008483,2.059008483,A,B,2,FALSE,TRUE,B,,,,
10818579,244.7060818,6.47676665,0.97,0.8,1.157864905,1.157864905,1.157864905,B,C,2,FALSE,TRUE,A,,,,
10819585,253.6537108,6.325411199,0.93,0.59,2.262866809,2.262866809,2.262866809,C,A,2,FALSE,FALSE,,,,,
10825143,237.235499,5.428366358,0.93,0.58,2.729438047,2.729438047,2.729438047,B,A,2,FALSE,FALSE,,,,,
10827698,217.2308885,5.005791706,0.86,0.92,2.22921224,2.22921224,2.22921224,A,A,2,FALSE,TRUE,A,,,,
10831546,247.1518159,4.375172374,0.98,0.72,2.17584939,2.17584939,2.17584939,B,C,2,FALSE,FALSE,,,,,
10832423,154.1386904,4.239369714,0.9,0.55,3.134645819,3.134645819,3.134645819,A,C,2,FALSE,FALSE,,,,,4?
10832437,339.3236455,4.238092978,0.98,0.87,2.630818513,2.630818513,2.630818513,C,A,2,FALSE,FALSE,,,,,
10837745,37.49246889,3.34197228,0.99,0.88,2.082121207,2.082121207,2.082121207,A,A,2,FALSE,TRUE,A,,,,
10840035,324.3219318,2.963555184,0.96,0.77,2.151689545,2.151689545,2.151689545,C,A,2,FALSE,FALSE,,,,,
10841955,168.448722,2.641461332,0.96,0.81,2.24310633,2.24310633,2.24310633,C,B,2,FALSE,FALSE,,,,,
10842676,307.1124658,2.528284957,0.89,0.69,3.59768138,3.59768138,3.59768138,C,C,2,FALSE,FALSE,,,,,
10843504,358.3686909,2.4017864,0.95,0.61,1.533869274,1.533869274,1.533869274,C,C,2,FALSE,FALSE,,,,,
10843816,28.78702855,2.3667513,0.97,0.81,1.418358384,1.418358384,1.418358384,B,B,2,FALSE,FALSE,,,,,
10844276,314.4671739,2.29612602,0.94,0.59,1.160046034,1.160046034,1.160046034,A,B,2,FALSE,TRUE,B,,,,
10845674,0.684707168,2.134481251,0.93,0.8,1.772140164,1.772140164,1.772140164,B,C,2,FALSE,FALSE,,,,,
10912799,320.3847626,-8.436016,0.93,0.7,1.335954462,1.335954462,1.335954462,B,B,2,FALSE,FALSE,,,,,
10912915,336.8091908,-8.457386639,0.91,0.81,1.267377021,1.267377021,1.267377021,C,C,2,FALSE,FALSE,,,,,
10913114,30.51552306,-8.500386835,0.97,0.84,2.498835922,2.498835922,2.498835922,C,C,2,FALSE,FALSE,,,,,
10916098,70.04824127,-9.091177713,0.98,0.82,1.688514232,1.688514232,1.688514232,A,A,2,FALSE,TRUE,A,,,,
10918628,204.7909501,-9.728658772,0.97,0.9,2.706894291,2.706894291,2.706894291,C,A,2,FALSE,FALSE,,,,,
10919637,40.68862603,-10.04922033,0.98,0.77,2.372954719,2.372954719,2.372954719,A,A,2,FALSE,TRUE,C,,,,
10920324,36.5840036,-10.28532253,0.92,0.69,2.966538061,2.966538061,2.966538061,C,C,2,FALSE,FALSE,,,,,4?
10923671,0.400166244,-11.47416797,0.88,0.7,2.746801514,2.746801514,2.746801514,B,C,2,FALSE,FALSE,,,,,
10924112,60.5530491,-11.64181348,0.92,0.86,2.208979524,2.208979524,2.208979524,B,A,2,FALSE,TRUE,C,,,,
10925552,68.57146771,-12.15403222,0.95,0.78,2.259310736,2.259310736,2.259310736,B,A,2,FALSE,FALSE,,,,,
10925694,13.95353264,-12.2028451,0.95,0.56,1.877790677,1.877790677,1.877790677,B,A,2,FALSE,FALSE,,,,,
10925915,69.56188488,-12.28716056,0.99,0.73,1.289378747,1.002392606,1.195660081,A,A,2,TRUE,FALSE,,,,,
10930010,20.65695866,-13.73958783,0.97,0.64,0.982391529,0.982391529,0.982391529,B,C,2,FALSE,TRUE,A,,,,
10930030,343.8433926,-13.74964153,0.91,0.83,3.09884338,3.09884338,3.09884338,C,C,2,FALSE,FALSE,,,,,
10933387,49.75488163,-15.31664053,0.96,0.72,1.342893419,1.342893419,1.342893419,C,C,2,FALSE,FALSE,,,,,
10935698,64.81884571,-17.72497604,0.95,0.74,2.035559853,2.035559853,2.035559853,C,A,2,FALSE,FALSE,,,,,
10936793,41.5510335,-18.75129473,0.99,0.85,0.500527203,0.500527202,0.500527202,A,A,2,TRUE,FALSE,,,,,
10939420,85.7388455,-21.42608655,0.97,0.73,2.456644438,2.456644438,2.456644438,C,A,2,FALSE,TRUE,B,,,,
10939816,72.80569439,-21.79652084,0.9,0.74,1.782804734,1.782804734,1.782804734,A,A,2,FALSE,FALSE,,,,,
10941215,18.8963401,-23.10796656,0.91,0.71,5.121153365,5.121153365,5.121153365,C,C,2,FALSE,FALSE,,,,,obvious lens
10941564,12.27177894,-23.40948816,0.93,0.77,1.928102116,1.928102116,1.928102116,B,A,2,FALSE,TRUE,C,,,,
10941568,45.03716975,-23.41110518,0.9,0.84,2.181416055,2.181416055,2.181416055,B,C,2,FALSE,FALSE,,,,,
10942493,87.51644394,-24.17620083,0.86,0.76,4.127594614,3.212949061,3.670271838,B,C,3,FALSE,FALSE,,,,,8? % obvious lens
10943413,51.65483549,-25.07397896,0.95,0.76,2.012125653,2.012125653,2.012125653,C,A,2,FALSE,FALSE,,,,,
10944064,76.55618687,-25.51347455,0.98,0.84,3.6802483,3.6802483,3.6802483,B,A,2,FALSE,TRUE,B,,,,
10944084,88.63649298,-25.54174824,0.91,0.72,2.280178937,2.280178937,2.280178937,B,C,2,FALSE,FALSE,,,,,
10944342,48.40914035,-25.77525602,0.95,0.9,2.204414015,2.204414015,2.204414015,A,A,2,FALSE,TRUE,B,,,,
10944666,22.4716056,-26.09840577,0.94,0.83,3.075322819,3.075322819,3.075322819,C,A,2,FALSE,FALSE,,,,,
10946144,20.53862318,-27.64030961,0.96,0.7,2.46450057,2.46450057,2.46450057,B,A,2,FALSE,FALSE,,,,,
11010519,47.37897997,-37.02808158,0.9,0.76,2.161221819,2.161221819,2.161221819,B,A,2,FALSE,TRUE,C,,,,
11011490,359.070568,-37.65489386,0.87,0.73,2.00231226,2.00231226,2.00231226,B,C,2,FALSE,FALSE,,,,,
11014767,63.6490782,-39.34523494,0.97,0.73,1.101388438,1.101388438,1.101388438,C,C,2,FALSE,FALSE,,,,,
11015444,355.4494039,-39.57753537,0.98,0.53,2.575601744,2.575601744,2.575601744,C,C,2,FALSE,FALSE,,,,,
11016668,348.9009766,-40.07546328,0.97,0.69,2.514612907,2.514612907,2.514612907,C,A,2,FALSE,FALSE,,,,,
11016987,346.8865708,-40.2295408,0.97,0.84,2.291405645,2.291405645,2.291405645,B,B,2,FALSE,FALSE,,,,,
11018844,23.8861801,-41.0065676,0.98,0.76,1.921431886,1.921431886,1.921431886,A,A,2,FALSE,FALSE,,,,,
11018993,43.63996888,-41.08276615,0.88,0.87,2.581429851,2.581429851,2.581429851,C,C,2,FALSE,FALSE,,,,,
11019072,331.007231,-41.11619609,0.99,0.92,1.989155146,1.989155146,1.989155146,A,A,2,FALSE,FALSE,,,,,
11019912,78.91385798,-41.5313574,0.97,0.58,1.360280682,1.360280682,1.360280682,A,C,2,FALSE,FALSE,,,,,
11020071,352.5726609,-41.60211587,0.88,0.87,4.602171242,4.602171242,4.602171242,C,C,2,FALSE,FALSE,,,,,obvious lens
11020661,81.39956829,-41.89608354,0.98,0.69,0.708506932,0.708506932,0.708506932,A,C,2,FALSE,FALSE,,,,,
11020910,329.3068654,-42.03033701,0.9,0.66,1.803409434,1.803409434,1.803409434,A,C,2,FALSE,TRUE,B,,,,
11021053,39.21273168,-42.10153396,0.92,0.7,1.664098384,1.664098384,1.664098384,C,B,2,FALSE,FALSE,,,,,
11025703,308.4118212,-44.46873529,0.9,0.68,2.261585268,2.261585268,2.261585268,C,A,2,FALSE,FALSE,,,,,
